id,budget,popularity,runtime,revenue,month,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
234,0,0.492745,101.0,206728,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
235,30000000,21.791110999999997,140.0,8574339,10,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
236,0,6.183051,94.0,27297451,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
237,15000000,3.4504019999999995,87.0,5600000,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
238,0,0.619347,95.0,1622164,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,22000000,11.945397,127.0,505000000,7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
240,20000000,5.270187,118.0,57588485,12,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
241,0,2.592927,102.0,5790448,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,70000000,6.660309,88.0,18662027,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
243,0,12.653798,114.0,80768,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,0,8.416802,103.0,17519169,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
245,0,2.7384209999999998,96.0,43885000,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
246,19000000,9.106146,109.0,18755936,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
247,23000000,14.134879999999999,101.0,351583407,7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
248,18339750,7.692239999999999,156.0,92180910,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
249,102000000,9.646208,99.0,147080413,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,7920000,11.162277,140.0,14560084,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
251,12560000,4.0529910000000005,105.0,42700000,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,98000000,7.284477000000001,119.0,10017322,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,8500000,6.57613,104.0,5001655,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
254,0,0.241287,95.0,30292,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,11178,0.079287,104.0,34659,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,9500000,5.8471660000000005,88.0,7800000,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,55000000,10.758754,121.0,203427584,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,1000000,1.1575819999999999,89.0,9000000,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
259,0,10.686166,83.0,2287714,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
260,24554,0.154526,95.0,140021,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0.871303,99.0,187349,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
262,50000000,11.511424,99.0,87528173,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,0,6.972722999999999,133.0,17636261,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
264,10000000,2.8497790000000003,99.0,14000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
265,0,2.7994470000000002,108.0,143597,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
266,15000000,10.271871,135.0,13060843,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,15000000,15.423538,148.0,56255142,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,27000,10.513367,92.0,3151130,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,40000000,8.778999,93.0,23937870,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
270,0,0.49887700000000007,119.0,20,9,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
271,21000000,8.425361,99.0,72417394,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
272,72500000,6.936688,116.0,162966177,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,12000000,5.845712000000001,94.0,46044400,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
274,50000000,12.285544999999999,87.0,83761844,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
275,65000000,10.237996,119.0,250821495,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
276,0,8.469808,127.0,602042,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2915739,0.558002,132.0,14000000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
278,70000000,18.324219,98.0,164000000,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
279,0,2.523707,102.0,23020,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,65000000,13.455112,120.0,217764291,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
281,0,2.584025,91.0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
282,30000000,14.811957999999999,95.0,66486080,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
283,12000000,1.575026,100.0,12902790,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
284,19000000,4.249948000000001,130.0,23550000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
285,7000000,7.452789999999999,109.0,48126384,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
286,25000000,3.596317,95.0,1614266,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
287,9000000,28.920839,117.0,276921998,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
288,0,4.322726,113.0,6841570,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
289,24000000,11.269558,110.0,23510601,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,28000000,13.856198999999998,87.0,11373501,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
291,6000000,8.990345,117.0,254700832,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
292,16000000,12.153493,99.0,5367030,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
293,65000000,10.543955,137.0,163442937,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
294,0,1.7919650000000003,110.0,310724,5,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
295,160000000,26.628178000000002,137.0,653428261,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,0,1.763116,99.0,5873871,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
297,60000000,4.924078,104.0,52322400,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,25000000,8.364587,101.0,56489558,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,3000000,1.739182,89.0,9563393,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,9000000,1.8080900000000002,94.0,26055,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
301,11000000,15.750026,96.0,48572000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
302,225000,1.533379,87.0,2850000,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
303,0,2.36594,105.0,2945242,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
304,0,5.385108,107.0,22886222,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
305,0,7.362552,101.0,6193901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,100000000,14.922398999999999,167.0,193772504,12,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
307,100000000,12.36223,101.0,100086793,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
308,108000000,19.943929999999998,129.0,22678555,12,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,30000000,4.902869,104.0,21800302,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,26000000,7.867999,97.0,110230332,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,15000000,10.445867,96.0,8459458,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
312,9500000,8.59498,168.0,12250,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
313,16000000,1.7580790000000002,97.0,12,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,0,5.339887999999999,89.0,6297,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315,175000000,19.148182000000002,109.0,350170057,6,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,55000000,11.672394,141.0,113020255,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
317,60000000,10.271517,88.0,118338361,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,115000000,15.232738000000001,109.0,286140700,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
319,20000000,9.570657,126.0,27793200,6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
320,12000000,10.312016999999999,113.0,68706993,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
321,0,1.506457,96.0,750000,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
322,85000000,14.170182999999998,106.0,183018522,3,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
323,135000000,23.501228,156.0,532950503,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
324,90000000,9.112008,100.0,161626121,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
325,12000000,7.569698,83.0,5669831,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
326,71000000,9.439079,85.0,294456605,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
327,26000000,10.177303,102.0,116400000,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,40000000,8.062578,108.0,60965854,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
329,15000000,4.582024,117.0,20529194,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
330,100000000,15.088318,108.0,384335608,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,0,1.895489,100.0,5588800,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
332,23000000,10.861339,139.0,5837674,12,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
333,5000000,6.226054,97.0,346592,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
334,0,2.8700259999999997,132.0,3225000,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
335,1,0.43849,140.0,3,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
336,25000000,9.453942,124.0,38307627,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
337,75000000,17.852022,115.0,117698894,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,0,0.215013,116.0,9833553,11,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
339,30000000,9.783762,118.0,27610873,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,11000000,2.27258,124.0,2200000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
341,0,11.576578,95.0,1289998,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,27000000,12.235391,115.0,60527873,10,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
343,0,0.7676310000000001,88.0,152810,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
344,0,1.021685,93.0,88000,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
345,60000000,11.234862,105.0,50549107,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
346,0,3.611453,113.0,14681192,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
347,36000000,14.575883,97.0,87416021,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
348,12,1.4103219999999999,84.0,1,10,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
349,1000000,11.267366,117.0,3301446,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,350000,2.96237,85.0,3515061,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,110000000,13.1984,107.0,121790373,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,7200000,12.00491,120.0,116019547,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,0,7.093984,96.0,9500000,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,7000000,2.483032,93.0,10229331,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,20500000,8.333525999999999,102.0,10089373,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0.519968,99.0,393970,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357,130000000,8.946242999999999,124.0,119269486,4,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
358,45000000,21.605760999999998,89.0,788241776,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
359,75000000,7.970031,99.0,14567883,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
360,65000000,12.738789,136.0,93525586,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
361,0,1.43679,87.0,3162153,11,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
362,2200000,1.132835,154.0,9700000,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,3300000,4.445867,120.0,5249225,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
364,15400000,8.400049000000001,123.0,25762027,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
365,90000000,11.3569,157.0,60289912,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
366,7000,7.15307,77.0,424760,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
367,12000000,7.883710000000001,99.0,101332962,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
368,0,8.150265,109.0,1644060,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
369,0,6.068689,98.0,3351735,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
370,3300000,5.840554,83.0,64110728,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
371,0,1.369216,112.0,1192322,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
372,13100000,1.417392,140.0,4100000,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
373,40000000,11.185625,106.0,91753202,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
374,4500000,6.5831610000000005,97.0,10609321,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
375,500000,2.884359,97.0,17000000,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
376,16000000,6.918821,112.0,17374595,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
377,30000000,5.1543730000000005,79.0,100491683,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,14000000,7.495853,115.0,5080409,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
379,35000000,11.836827,76.0,19478106,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
380,0,4.470369,97.0,830129,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
381,100000000,12.477872,143.0,170877916,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
382,74500000,5.3003029999999995,109.0,62172050,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
383,8000000,5.137903,98.0,2000000,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
384,0,8.543311,130.0,68929150,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
385,55000000,10.571434,163.0,100230832,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
386,25000000,10.19853,90.0,229736344,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
387,0,0.11813499999999999,92.0,12000,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
388,36000000,2.151436,189.0,1345903,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
389,20000000,4.850968,85.0,2128186,11,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
390,75000000,9.409379,106.0,195745823,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,6843500,3.8000730000000003,0.0,10703234,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,7075038,10.181000000000001,140.0,9868942,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
393,0,2.4044659999999998,89.0,126463,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
394,60000000,7.898202,89.0,129832389,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
395,18000000,6.693055,95.0,72179579,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0,7.957389,87.0,900689,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,0,11.110533,74.0,32230907,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0,2.6283060000000003,103.0,1919653,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
399,40000000,15.228794,112.0,75505856,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
400,13000000,5.305311,95.0,7820688,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
401,30000000,9.378926,98.0,58405313,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
402,3000000,0.904409,155.0,6000000,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
403,0,3.402261,100.0,8251,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
404,0,2.4697720000000003,93.0,1469,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,3.842769,105.0,8143225,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
406,17000000,7.4171570000000004,100.0,125586134,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
407,30000000,11.781895,102.0,14110589,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
408,19000000,7.923639,125.0,6682098,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
409,10000000,15.109260999999998,90.0,40485039,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
410,0,9.665142,115.0,4104962,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
411,18500000,21.761179000000002,137.0,183316455,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
412,87000000,7.851669,141.0,148336445,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
413,28000000,7.598422,115.0,97594140,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
414,800000,0.170979,83.0,966214,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
415,65000000,7.446085000000001,83.0,179379533,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,60000000,14.039654999999998,116.0,149705852,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
417,0,8.175019,130.0,69932387,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,0,11.258125,90.0,373530,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
419,2000000,14.379879,100.0,4601043,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,3750000,0.597058,155.0,5000000,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
421,30000000,11.43256,94.0,151119219,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
422,19000000,6.701138,91.0,40996665,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
423,2900000,10.92143,90.0,296557,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,26000000,7.254242,111.0,29657751,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
425,9000000,1.1399489999999999,100.0,706000,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,0,7.342410000000001,115.0,641100,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
427,6000000,5.414213,89.0,18197398,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
428,0,0.8252200000000001,84.0,2012927,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,810000,3.099222,106.0,1258000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
430,40000000,16.94556,130.0,109676311,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
431,10000000,6.7377970000000005,116.0,3400278,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,13000000,12.994939,113.0,96060858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
433,16000000,2.488424,113.0,109130,9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
434,57000000,9.958406,123.0,147845033,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
435,13000000,6.862146000000001,104.0,11130889,10,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
436,0,7.7457899999999995,90.0,300859,7,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
437,0,9.266214,95.0,70918,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
438,40000000,8.739991,88.0,160583018,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,7000000,6.924072,108.0,50888000,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
440,762241,4.860265,140.0,285930,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
441,110000000,12.904677000000001,102.0,337580051,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,0,10.200553,94.0,1986615,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
443,0,2.1177029999999997,83.0,832735,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
444,0,6.473841999999999,103.0,4300000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
445,10300000,6.165491,120.0,47748,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
446,0,1.693701,93.0,343786,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,14000000,8.226,97.0,875386,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
448,30000000,14.404764000000002,89.0,254134910,7,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
449,85000000,12.173291,124.0,315156409,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,80000000,4.9801910000000005,110.0,5989640,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
451,23000000,5.950792,111.0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
452,0,6.402939,102.0,1787926,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
453,0,1.69425,116.0,1009620,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
454,5000000,6.546551,93.0,12534961,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
455,0,0.656215,101.0,3790493,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
456,0,9.128571,84.0,4910682,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
457,1288000,8.590813,130.0,6000000,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
458,250000,0.003013,82.0,340147,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
459,18000000,6.344961,94.0,88923251,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
460,7000000,6.950458,104.0,25405445,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461,0,1.899468,124.0,203781,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
462,22000000,9.627676,110.0,147880543,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
463,90000000,14.374866,150.0,171120329,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
464,0,8.09806,124.0,126297830,7,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
465,3000000,2.4282790000000003,100.0,15369573,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
466,0,10.638289,121.0,18782400,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
467,17000000,11.673366,99.0,270000000,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
468,16500000,6.463883,108.0,13620075,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
